名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page,城市
河东广场,http://travel.qunar.com/p-oi36244907-hedongguangchang,,河东广场又叫襄平广场，每到傍晚时分便陆续聚集不少人，在这里遛弯、跳广场舞等，还有喷泉点缀其中，非常热闹。,,,5.0,建议游览时间：1小时,,,,3,辽阳
七彩东方田园,http://travel.qunar.com/p-oi39316176-qicaidongfangtianyuan,,七彩·东方田园位于达州市渠县渠南街道办大山社区，距渠县县城约5公里。园区占地1200亩，集科普、农副市集、劳动体验、自然研学、乡野度假、萌宠互动、精彩巡游表演与游乐项目为一体的田园综合体。致力于让大家在山川、桃株、良田、书院之间，重拾渔樵耕读诗酒田园的质朴生活乐趣，遇见您的田园梦！,,,5.0,,,,,1,达州
东下冯遗址Dongxiafeng Relic Site,http://travel.qunar.com/p-oi702957-dongxiafengyizhi,,东下冯遗址位于东下冯村东北的青龙河南、北两岸台地上，面积约25万平方米，是夏商时期二里头文化东下冯类型的典型遗址。这里发现了灰坑、房屋、墓葬、水井、沟槽、陶窑等遗迹。出土物包括陶器、骨器、蚌器、铜器、石器、卜骨等。遗址共分为六期，其中一至四期为二里头时期，大致年代在夏纪年内；五至六期，相当於商代二里冈时期。有商代古城址和排列有序的圆形房址，遗物以陶器为主。除此之外还有青铜镞、凿和石范，表明当时已经进入青铜时代。,,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/6c753f4ac152fb9967986e75cf0279c5.jpg_480x360x95_cbed8de9.jpg,5.0,建议游览时间：1小时,,,,5,运城
拦海大堤,http://travel.qunar.com/p-oi5740452-lanhaidadi,"

地址:
江苏省连云港市连云区市区内

",拦海大堤位于连云港市内东南30公里的连云区内，从连云区的北崮山黄石嘴直达江苏第一大岛——连岛的江家嘴，全长6700米，把连岛与陆地相连，被称为“神州第一堤”。 这个大堤是经过许多专家、学者近20年科学研究、勘察、试验，最后经国务院批准兴建的。目的是更好地建设连云港口，确立东方大港的地位，开发海岛。该大堤于1985年3月10日动土兴建，于1993年12月8日胜利合龙。大堤顶宽12米，路面净宽10米，堤顶7米，顶标高为9米，在这个堤上，又筑有高达7．8米高的弧形档浪堤。被人称为“...拦海大堤位于连云港市内东南30公里的连云区内，从连云区的北崮山黄石嘴直达江苏第一大岛——连岛的江家嘴，全长6700米，把连岛与陆地相连，被称为“神州第一堤”。 这个大堤是经过许多专家、学者近20年科学研究、勘察、试验，最后经国务院批准兴建的。目的是更好地建设连云港口，确立东方大港的地位，开发海岛。该大堤于1985年3月10日动土兴建，于1993年12月8日胜利合龙。大堤顶宽12米，路面净宽10米，堤顶7米，顶标高为9米，在这个堤上，又筑有高达7．8米高的弧形档浪堤。被人称为“海上长城”，通过大堤可由陆地直达连岛浴场和连岛海滨旅游度假区。 ,全天开放,,5.0,建议游览时间：1小时,,免费开放,,2,连云港
康普寿国寺Kangpu Shouguosi,http://travel.qunar.com/p-oi710585-kangpushouguosi,"

地址:
迪庆藏族自治州维西傈僳族自治县城北80公里澜沧江东岸康普乡格丁洛巴村

",寿国寺在清代的修建，是作为拥护汉族中央王朝派流官治理维西的一种行为，属藏传佛教噶举派寺院。其寺名也是特意而取的汉名，后成为云南西北藏传佛教噶举派十三大寺院之一。寿国寺历史悠久，建筑群规模宏大，工艺精湛，壁画内容融释、道、儒为一体，是汉、藏、白等民族建筑艺术和多种信仰文化完美结合的典范，同时也是滇西北特殊政教制度的实物见证，具有较高的历史、科学价值和独特的艺术价值。寿国寺北靠云岭山脉，南临澜沧江。整个建筑群以大殿为中心，中轴线布局，占地面积 7370.43平方米，总建筑面积 2665.04平方米，壁画面积228平方米。光绪年间的《维西县志》曾描写寿国寺“林木清幽，规模宏大，洵禅林胜地也”。主要建筑有门楼、大殿、东西厢房、黑神殿、活佛净室、斋戒堂等。,全年 9:00-17:00,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/20204/4f7568c624d106018966ebc322dbfc62.jpg_480x360x95_563e3681.jpg,5.0,建议游览时间：2小时,适合春夏秋三季旅游。,具体收费情况以现场公示为主,,4,迪庆
云峰湖,http://travel.qunar.com/p-oi722354-yunfenghu,"

地址:
吉林省通化市集安市以东

","云峰湖风景旅游度假区坐落在集安市以东、鸭绿江上游40公里处，有以""界河明珠""之称的云峰发电厂，象征中朝友谊纽带的云峰大坝，和大坝截流形成的海拔218.5米，面积102.5平方公里的人工湖组成。云峰湖两岸高山耸立，怪石嶙峋，古木参天，树种繁多；峡谷深遂，云雾缭绕，使人如入仙境，如置画中。逆流而上，山势雄伟险峻，峰峦秀丽多姿，云雾变幻莫测，飞流叹为观止；泛舟湖上，极目远眺，水色天光，烟波浩淼，如梦如幻。可以弃舟登岸，或采摘野菜山花寻古探幽，或登山俯看水中鱼游动，...云峰湖风景旅游度假区坐落在集安市以东、鸭绿江上游40公里处，有以""界河明珠""之称的云峰发电厂，象征中朝友谊纽带的云峰大坝，和大坝截流形成的海拔218.5米，面积102.5平方公里的人工湖组成。云峰湖两岸高山耸立，怪石嶙峋，古木参天，树种繁多；峡谷深遂，云雾缭绕，使人如入仙境，如置画中。逆流而上，山势雄伟险峻，峰峦秀丽多姿，云雾变幻莫测，飞流叹为观止；泛舟湖上，极目远眺，水色天光，烟波浩淼，如梦如幻。可以弃舟登岸，或采摘野菜山花寻古探幽，或登山俯看水中鱼游动，观空中山鹰翱翔。置身其中如临仙境，岸上鸟鸣，水中鱼跃，蓝天白云，青山碧水构成一幅幅秀丽的湖光山色，使游人大饱眼福，心旷神怡，流连忘返，是游客体会回归大自然真谛的首选去处。对岸即是朝鲜民主主义人民共和国，泛舟湖上，能够看到朝鲜人民劳动生息的身影，体会独特的民族风情，不用出国，却能感受到异国情调，实在是观光旅游、休憩度假的胜地。特别是近几年人民生活水平的提高，旅游热的兴起，令具有真山真水的云峰湖度假区倍受青睐，许多游人以一睹云峰湖为快，而且在游览的同时，获得许多新的知识，感觉不虚此行。除大坝和厂房外，云峰湖度假区还有许多自然景点和人工景点。有铁塔银线，高山飞瀑，寻幽石洞，铁桥春早，云水远眺；有日伪时期的建筑、铁桥，有花园式的街道；如果赶上大坝泄洪，还可以看到玉湖飞瀑的壮丽场面。",全天,https://img1.qunarzz.com/travel/d7/1603/30/d6d0ee39c252d3f7.jpg_480x360x95_664292f9.jpg,5.0,,,{'云峰湖驴迹电子导览（不含门票）服务大小同价\n\n': ['¥7起']},,2,通化
科尔沁左翼后旗浩坦草原,http://travel.qunar.com/p-oi38674664-keerqinzuoyihouqihaotan,,,,,5.0,,,具体收费情况以现场公示为主,,1,通辽
宋井桃源,http://travel.qunar.com/p-oi39366571-songjingtaoyuan,,宋井桃源以宋代卓筒井非遗文化为核心，结合十里桃园场景重塑宋井桃源景区特色，打造中国乡游精品示范村、西南著名的自然生态盐卤康养地。依托宋井文化植入宋风沉浸式体验场景，打造春赏桃花，夏游荷塘、秋品鱼蟹，冬泡盐汤的四季旅游闭环，构建体验、休闲、科普、教育等为一体的多元化乡游景区。,,,5.0,,,,,2,遂宁
天门洞,http://travel.qunar.com/p-oi715279-tianmendong,,位于遵义娄山关风景区内。,,https://mp-commentcp.qunarzz.com/mp_comment_mp_comment/1562056700923100n15000000ypjujF76A_D_640_10000.jpg_480x360x95_543f61ea.jpg,5.0,,,,,3,遵义
毛毛虫小镇,http://travel.qunar.com/p-oi39604257-maomaochongxiaozhen,,邢台毛毛虫小镇位于邢台园博园现代农业园内，该园区集游乐、运动、趣味、探索为一体的新型综合性儿童乐园，也是中小学生农耕文化研学基地，园区内有萌宠乐园、宠物寄存、农事体验、彩虹滑道、卡丁车、旋转木马、丛林穿越、坑爹过山车、小猪快跑等,,,5.0,,,,,1,邢台
格拉丹东,http://travel.qunar.com/p-oi714992-geladandong,"

地址:
那曲安多县玛飞吉日乡

",,全天,https://img1.qunarzz.com/travel/poi/1409/12/489328b11c917dddffffffffc8d65eac.jpg_480x360x95_cfc9c056.jpg,5.0,,,免票,,1,那曲
南山风景名胜区,http://travel.qunar.com/p-oi703149-nanshanfengjingmingsheng,"

地址:
湖南城步南山牧场大坪

",南山风景名胜区位于湖南省城步苗族自治县西南部，总面积199平方公里，其主体部分是南山牧场。南山牧场是中国南方最大的现代化山地牧场，东西48公里，南北63公里，平均海拔1760米，年平均气温11℃；场内气候温和，雨量充沛，在连绵起伏的地表上形成48坪、48溪，自然生态条件好，动植物资源丰实。特别是133平方公里连片草场，构成一幅“横至百余里，环绕数千峰”的雄浑壮阔的绿色海洋图，展示出其无可伦比的南方大草原地壮美风光，享有“南方的呼伦贝尔”、“中国的新西兰”之美誉。南...南山风景名胜区位于湖南省城步苗族自治县西南部，总面积199平方公里，其主体部分是南山牧场。南山牧场是中国南方最大的现代化山地牧场，东西48公里，南北63公里，平均海拔1760米，年平均气温11℃；场内气候温和，雨量充沛，在连绵起伏的地表上形成48坪、48溪，自然生态条件好，动植物资源丰实。特别是133平方公里连片草场，构成一幅“横至百余里，环绕数千峰”的雄浑壮阔的绿色海洋图，展示出其无可伦比的南方大草原地壮美风光，享有“南方的呼伦贝尔”、“中国的新西兰”之美誉。南山风景名胜区自然景观以中国南方高山台地草原风光为主调，集峡谷、峭壁、怪石、原始植被、飞瀑流泉、人工湖泊、奇雾为一体，具有雄浑、壮阔、峻秀、幽野、古朴、神奇的独特个性。南山风景名胜区有紫阳峰、老山界、茅坪湖、蛟龙洞、南山顶等五大景区；有紫阳峰牧区、老山界森林公园、茅坪湖、高山红哨、天然盆景园、蛟龙洞、围山坪一线天等60余处景点，是一个集旅游、疗养、避暑、探险于一体的天然草地公园。俗语“寿比南山”中的“南山”即指此。,8:00至18:00,https://img1.qunarzz.com/travel/d2/1504/ec/2cb4a98f03297b.jpg_480x360x95_c567a801.jpg,5.0,,,40元,,1,邵阳
河南博物院Henan Museum,http://travel.qunar.com/p-oi706744-henanbowuyuan,"

地址:
郑州市金水区农业路8号


电话:
0371-63511237,0371-63511239


官网:
http://www.chnmus.net/

","【河南博物院简介】河南博物院创建于1927年，是我国成立较早的博物馆之一。本馆坐落于河南省郑州市农业路中段，院区占地面积126亩，建筑面积5.5万平方米。河南博物院现有馆藏文物17万余件(套)，尤以史前文物、商周青铜器、历代陶瓷器、玉器及石刻具有特色。精品文物数量多、种类全、品位高、价值大，是见证中华文明发展轨迹，展示中国历史发展脉络的文化艺术宝库。
现开放有基本陈列展《泱泱华夏 择中建都》和专题陈列《明清河南》《中原古代石刻艺术展》《丹淅吉金——中原楚国青铜艺术》《巧工遗珍——院藏明清珍宝展》及《国宝特展》等，与展览相配套的“社会教育体验厅”和“华夏古乐厅”也开放使用。
河南博物院以“发扬固有文化、提倡学术研究、增长民众知识、促进社会文明”为建院宗旨，精心打造公益文化服务品牌，是领略中原文化、黄河文化、华夏文脉的重要窗口，是弘扬核心价值观的重要阵地，是增进文化交流合作的重要平台 。【现有展览讲解 】基本陈列《泱泱华夏 择中建都》基本陈列“泱泱华夏 择中建都”，以中原的建都历史为主线，以中原文明发展历史为纲，以世界文明背景为参照，整合河南地区的文物优势，抓住中原古代发展中的闪光点，展示华夏民族的文明发展轨迹，再现中原文化的悠久与辉煌，以及中原文化的影响力与辐射力。同时在全球化视域下，展现中原文化与其他地区文化的异同，展开黄河文明与其他文明的对话。基本陈列位于主展馆1、2、3层，共分10个展厅，由新石器时代、夏商、西周、东周、秦汉魏晋南北朝、隋唐、宋金元七部分组成，围绕各个历史时期中原都城文化以及都城中的人文生活进行解读。【华夏古乐演出】河南地处中原，自古为礼乐之邦，音乐文化发展得天独厚。八千年前的贾湖骨笛，夏商周时期的钟鼓磬瑟、管箫琴笙，汉唐时期乐舞百戏、燕乐大曲中原的古代音乐仿若一条历史的长河，奔腾不息，波澜壮阔。
河南博物院华夏古乐团自2000年成立以来，对中原音乐文物进行复原研究，对古代乐谱、服饰以及演出场景进行复原和重构，推出不同主题的音乐会，深受海内外观众的好评。
千年古乐，薪火相传，华夏古乐团正奏响着中华民族生生不息的心灵之声……演出时间：每周二至周日，每天两场，演出时间分别是11:00和16:00，每场演出时长30分钟左右。
演出地点：河南博物院主展馆一楼西侧 华夏古乐厅
购票方式：通过河南博物院微信公众号进入“我要预约”-“华夏古乐厅”进行购票【河南博物院文创区域】河南博物院“豫博文创”积极与省内外企业合作，通过吸收各个企业的创意理念、设计风格和产品特点，梳理出适合开发的文物元素300余件（套），并以“突出原创”为开发原则，累计出品近800款文创产品，品种涵盖文具类、玩具类、日用品类、服饰类、食品类等。其中，以镇院之宝、明星文物为主题开发的系列文创产品在全国各类文创大赛中斩获佳绩，并代表我省多次走上各大文创主题的展台。    
  目前豫博文创已重点打造出实物类“灼蓁文物咖啡”“失传的宝物——考古盲盒”“光明之杯”，活动类“博物雅堂”“河南省博物馆文创大赛”等品牌。同时，积极探索文创与科研的深度结合，与多所高校合作成立了文创人才培训实践基地，加快推动文创人才的培训。
“大鹏之动，非一羽之轻也；骐骥之速，非一足之力也”。未来豫博文创还将汲取更多的社会力量，共同挖掘历史文化的魅力，创造出更多的文创作品，为我省文创产业高质量发展做出应有的贡献。区域位置：河南博物院主展馆一楼大厅西侧精品店、三楼书咖店、西出口快闪店【河南博物院社会教育体验厅】来到豫博，除了看展览，听古乐，逛文创。还有一个地方一定要去体验。它位于河南博物院东配楼一楼，是一处拥有1400平方米的超大全新综合实践体验区，可同时容纳500人参与体验活动；这里赋予博物馆教育发展新内涵；这里是全国中小学研学教育基地；这里是亲子寓教于乐的博物馆课堂；这里还可以沉浸式感知文化的博大精深。这里有古代科技体验区、田野考古体验区、文物修复保护观摩区、观众自主学习区、研学实践教育区、三维国宝魔墙体验区、5G＋360°实时全景体验区等七大不同区域，体验观感俱佳。河南博物院社会教育体验厅采取“分众化、菜单式”的服务模式，定位服务人群。在对未成年观众的教育上，着重打造“特约讲解”等教育项目，开发专题学程，优化九大镇院之宝系列学程、考古知多少、国宝守护人、成语典故等热门教育课程，丰富教育体系、共享教育项目。新开辟的博物馆综合实践体验中心，以高起点、立体化、沉浸式展示博物馆教育发展新内涵。",4/1-10/7 周二-周日 09:00-17:30;10/8-3/31 周二-周日 09:00-17:00;全年 周一 全天不开放 ;国庆节 09:00-17:30,https://img1.qunarzz.com/travel/d2/1506/1b/d2e30a8f65e3cb.jpg_480x360x95_7656b0b1.jpg,4.8,建议游览时间：2小时 - 4小时,,"{'河南博物院门票+散拼团人工讲解服务大小同价\n\n': ['¥99起'], '河南博物院门票+语音讲解票成人票\n\n': ['¥30起'], '河南博物院包团人工讲解(含预约门票)服务团队票\n\n': ['¥400起']}",1、河南博物院还为国内外来宾备有可视语音导览自助讲解器，内设中、英、日三种语种。每部机器租用费20元，需缴纳押金200元并登记有关信息和联系方式，如丢失须赔偿500元。2、华夏古乐演出：周二至周日每天两场，每场演出20分钟。分别在上午11：00和下午4：00 票价为成人20元 ，学生10元。,1,郑州
资兴观澜书院,http://travel.qunar.com/p-oi38876658-zixingguanlanshuyuan,,,,,5.0,,,,,1,郴州
康巴什中心公园,http://travel.qunar.com/p-oi38336432-kangbashenzhongxingong,,,,,5.0,,,具体收费情况以现场公示为主,,4,鄂尔多斯
西山省级风景名胜区-西山公园广场Xi Shan Shengji Fengjing Mingshengqu-Xi Mountain Park Square,http://travel.qunar.com/p-oi19978704-xishanshengjifengjing,,,,,5.0,建议游览时间：1小时 - 2小时,,具体收费情况以现场公示为主,,3,鄂州
大苏干湖,http://travel.qunar.com/p-oi706271-dasuganhu,,位于甘肃省阿克塞哈萨克族自治县南部，距县城约80公里，东经93度46分-94度01分，北纬38度51分-38度55分，面积35平方公里。大苏干湖处于阿尔金山、党河南山与赛什腾山之间的花海子-苏干湖盆地的色勒屯（海子）草原西北端，为盆地最低处。海拔2795-2808米，水域面积100.89平方公里，属咸水湖。平均水深2.84米，蓄水1.72亿立方米。该地气候属内陆高寒半干旱气候。主要保护对象为鸟类及其生境。保护区内已知鸟类有61种，其中候鸟44种。候鸟中夏候鸟28种，遗鸥、猎隼、白尾鹞为国家重点保护...位于甘肃省阿克塞哈萨克族自治县南部，距县城约80公里，东经93度46分-94度01分，北纬38度51分-38度55分，面积35平方公里。大苏干湖处于阿尔金山、党河南山与赛什腾山之间的花海子-苏干湖盆地的色勒屯（海子）草原西北端，为盆地最低处。海拔2795-2808米，水域面积100.89平方公里，属咸水湖。平均水深2.84米，蓄水1.72亿立方米。该地气候属内陆高寒半干旱气候。主要保护对象为鸟类及其生境。保护区内已知鸟类有61种，其中候鸟44种。候鸟中夏候鸟28种，遗鸥、猎隼、白尾鹞为国家重点保护鸟类；冬候鸟3种，白尾海雕、玉带海雕为保护重点；旅鸟13种，大天鹅、鹤、草原雕、灰背隼为保护重点；留鸟17种，鸢、胡兀鹫、兀鹫、秃鹫、红隼、为保护重点。兽类有16种，属国家二级保护的有藏原羚、黄羊、鹅喉羚。,,https://img1.qunarzz.com/travel/d9/1811/b3/949f6852fc42c0b5.jpg_480x360x95_0e6c7a58.jpg,5.0,,,,,4,酒泉
兰英大峡谷Lanyingda Canyon,http://travel.qunar.com/p-oi35198817-lanyingdaxiagu,,兰英大峡谷上至阴条岭（兰英寨）、下至洋溪河（大昌镇），谷长且深，谷内有瀑布、奇石、山洞、溪流等自然景观。,,https://flight-feed.qunarzz.com/as3/415/image/2022/6/0f520b52-f86f-4c8e-a78c-5f2ed7ddbc1b.webp_480x360_8d8cea2d.webp,5.0,建议游览时间：12小时 - 3天,,具体收费情况以现场公示为主,,7,重庆
梦外滩影视主题公园Mengwaitan Yingshi Theme Park,http://travel.qunar.com/p-oi23344461-mengwaitanyingshizhuti,"

地址:
金华市东阳市横店镇都督北街233号


电话:
0579-86547211


官网:
http://www.hengdianworld.com/

",梦外滩景区位于东阳市横店镇都督北街233号，屏湖路南面，都督路西侧，依傍着南江。景区以20世纪30年代至40年代的老上海为主要原型，传神再现了当时的城市风貌，恢复老上海十里洋场的旧时风情，还原和平饭店、汇丰银行、海关大楼、外白渡桥、百老汇大夏、永安百货、上海大世界、天蟾戏院等老上海经典建筑，展示老上海独特的融万国建筑于一处的海派风格，是集电影主题乐园、影视拍摄服务、旅游休闲度假酒店、综合服务为一体的横店品牌特色文化主题景区。梦外滩景区建设以2020年春节为界...梦外滩景区位于东阳市横店镇都督北街233号，屏湖路南面，都督路西侧，依傍着南江。景区以20世纪30年代至40年代的老上海为主要原型，传神再现了当时的城市风貌，恢复老上海十里洋场的旧时风情，还原和平饭店、汇丰银行、海关大楼、外白渡桥、百老汇大夏、永安百货、上海大世界、天蟾戏院等老上海经典建筑，展示老上海独特的融万国建筑于一处的海派风格，是集电影主题乐园、影视拍摄服务、旅游休闲度假酒店、综合服务为一体的横店品牌特色文化主题景区。梦外滩景区建设以2020年春节为界分为两期，一期有两台真人秀为《百老舞汇》和《啼笑洋戏》；3个游乐项目为《电车之旅》之360双曲幕项目、《大闹天空》穹幕影院、《萌童堡》影视职业体验馆；商业有博物馆、文创、微电影、餐饮、副食特产、工艺品、老上海风情体验等。梦外滩景区二期规划有《电车之旅》之灾难体验馆的水特技和火特技、《黑帮追逐》、《影视跳楼机》、《黑暗过山车》、《萌童堡》三楼项目、15-16号楼《电影庆典》、22号楼电影冒险之旅等室内游乐设施及附属工程，以及停车场、轮船、特色商业等配套项目。景区计划于2020年春节正式营业。【主要演艺秀介绍】1、百老舞汇（即将推出）该秀以全新的表现方式，多场景、全景式，具有3.0时代特征的演艺秀。展现上世纪30年代老上海的风貌，让游客有身临其境的穿越、参与、体验感。采用多层次的多媒体、多台全彩激光，通过与水、雾系统的巧妙结合，营造出夜上海的华丽与炫目，诙谐幽默地展现沉重与血腥的黑帮与市井文化。外籍女郎、空中跳水、花样游泳、花样绸舞在梦幻水舞台、水特技的衬托下，形成了浓郁的上海地域特色，华丽的百老舞汇场景配合环绕9.1音效，给人以强烈的视听震撼，沉浸于其中。2、啼笑洋戏（即将推出）该秀以夸张诙谐的表演手法，以传统戏曲加现代流行元素的形式进行表演。故事以老上海时期一名酷爱传统戏曲的某军阀，为讨好自己的新潮八姨太，带她前往剧场看戏而展开，不料八姨太却不喜欢传统戏曲，非要看洋戏，军阀勒令剧场老板更换成洋戏。为了生活，剧场老板无奈之下生搬硬套，让戏曲演员演出西方洋戏，生、旦、净、末、丑悉数登场，武生翻打，花旦唱腔，手眼身法步结合，运用传统戏曲妆容，唱段，念白等表演手法，结合现代流行音乐的歌剧唱段，舞剧片段，剧情以穿越式故事情节串联，展现出了传统戏曲和西方洋戏之间的互斗场面，让人啼笑皆非，再现了老上海时期的剧院文化风貌。,1/1-2/10 12:30-16:30;2/11-2/11 全天不开放 ;2/12-2/26 08:00-16:30;3/1-6/11 10:00-16:30;6/12-12/31 09:00-17:00,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/fusion/202111/cf77ab1c6c3ae1f3f9867ae29d3c915d.jpg_480x360x95_38594439.jpg,5.0,建议游览时间：2小时 - 3小时,,"{'横店影视城梦外滩景区门票成人票\n\n': ['¥165起'], '横店影视城梦外滩景区门票儿童票\n\n': ['¥90起'], '横店影视城梦外滩景区门票学生票\n\n': ['¥144起']}",,3,金华
金川植物园,http://travel.qunar.com/p-oi38337317-jinchuanzhiwuyuan,,,,,5.0,,,具体收费情况以现场公示为主,,1,金昌
龙门群岛,http://travel.qunar.com/p-oi715205-longmenqundao,,龙门群岛位于广西壮族自治区钦州市钦州港经济开发区西北部。钦州至钦州港公路可达。距钦州市区约25公里。是集自然景观和人文景观于一体的滨海型旅游区。明清时期一直是钦州的八景之一而备受赞誉。龙门群岛是由100多个大小各异的岛屿镶嵌在方圆约50平方公里的钦州湾海面上而形成。景区内山环水绕，扑朔迷离，风光旖旎，奇特秀丽，享有“南国蓬莱”之盛誉。主要由仙岛公园、七十二泾、茅尾海、龙门岛、亚公山、青菜头、绿岛、五马归槽等景点组成。而亚公山则因清康熙年间（公元1662年）...龙门群岛位于广西壮族自治区钦州市钦州港经济开发区西北部。钦州至钦州港公路可达。距钦州市区约25公里。是集自然景观和人文景观于一体的滨海型旅游区。明清时期一直是钦州的八景之一而备受赞誉。龙门群岛是由100多个大小各异的岛屿镶嵌在方圆约50平方公里的钦州湾海面上而形成。景区内山环水绕，扑朔迷离，风光旖旎，奇特秀丽，享有“南国蓬莱”之盛誉。主要由仙岛公园、七十二泾、茅尾海、龙门岛、亚公山、青菜头、绿岛、五马归槽等景点组成。而亚公山则因清康熙年间（公元1662年）岛上修建大皇庙，庙内塑大皇公神像而得名。岛南半崖上栖着大群水鸟，日落归巢时煞是壮观。岛北面还有一棵许愿树，飘舞的彩带寄托着渔民们祈求平安富足的美好愿望。 绿岛：又名六墩岛。酷似一条穿越碧波畅游大海的小青龙。岛上沙滩、奇石、树林，富有热带风情，岛上度假木屋、酒吧、亭台楼阁鳞次栉比，是一个别有情调的度假小岛。,,,5.0,,,,,1,钦州
周恩来纪念馆,http://travel.qunar.com/p-oi722462-zhouenlaijinianguan,"

地址:
辽宁省铁岭市银州区红旗街

",铁岭市周恩来纪念馆又名周恩来少年读书旧址纪念馆，位于辽宁省铁岭市银州区红旗街。1979年9月，经中共辽宁省委和铁岭地委批准，在银岗书院小学旧址建立起来，并被列为省级文物保护单位。1990年3月，李鹏为该馆题写匾额。　　纪念馆建筑为清代青砖木结构瓦房，建于1658年，系原银岗书院的中院及西院一部分。中院为四合院格局，两层院子，前院为门房、正房、东西厢房各3间，各房之间由4个月亮门连接。1910年春，12岁的周恩来随三堂伯来此读书，对其以后走上革命道路产生很大的影响。纪念...铁岭市周恩来纪念馆又名周恩来少年读书旧址纪念馆，位于辽宁省铁岭市银州区红旗街。1979年9月，经中共辽宁省委和铁岭地委批准，在银岗书院小学旧址建立起来，并被列为省级文物保护单位。1990年3月，李鹏为该馆题写匾额。　　纪念馆建筑为清代青砖木结构瓦房，建于1658年，系原银岗书院的中院及西院一部分。中院为四合院格局，两层院子，前院为门房、正房、东西厢房各3间，各房之间由4个月亮门连接。1910年春，12岁的周恩来随三堂伯来此读书，对其以后走上革命道路产生很大的影响。纪念馆现为革命纪念地、历史文物遗址、爱国主义教育示范基地和省级文物保护单位。　　纪念馆前院东厢房就是周恩来少年读古文斋房，西院是少年周恩来读书的教室。每一个院为一个展区，展出周恩来在铁岭读书、视察及生平业绩，是进行革命传统教育的重要基地。,8：30-17：00,https://img1.qunarzz.com/travel/d5/1410/10/60953ead18ebdd73ffffffffc8d65eac.jpg_480x360x95_a2184ae2.jpg,5.0,,,10元,,1,铁岭
丝路雄关景区,http://travel.qunar.com/p-oi36261709-siluxiongguanjingqu,"

地址:
铁门关市明珠街铁门关城楼广场


电话:
0996-2024372

",丝路雄关景区成立于2016年3月，位于第二师铁门关市，占地面积181.46亩。景区整体采用仿古建筑形式，是集人文景观、军垦文化、丝路文化、户外拓展，园林休闲，特色购物体验为一体的城市复合型景区。景区以关口文化为主线，设置停车区、绿化区、游客集散广场、景观关楼、关隘城墙组成丝路文化景区。关口北侧以张骞出使西域圆雕为起点，途经铁门关关口，再现千年丝路长河；向南紧临“盛世汉唐”浮雕，以“通、卫、和、盛”为主题展示一代代丝路人的艰辛与辉煌；进入圆融广场，整体轮廓以中国结为造型，寓意团结、幸福、平安、融合；沿圆融广场向南，观将军河景区水系，丝绸之路的历史长河缓缓流入铁门雄关。景区观楼下设置特色旅游购物区，书画交流鉴赏区、文化体验区等，功能分区清晰，动静皆宜，雅俗共赏。,全年 全天开放,,0.0,,,具体收费情况以现场公示为主,,1,铁门关
乌江小山城,http://travel.qunar.com/p-oi709851-wujiangxiaoshancheng,,乌江小山城城镇房屋颇有层次地沿着江边的河坝街“叠架”到半山环城路，环城路蜿蜒而上，可北通遵义，南达铜仁。在青山环抱、绿水掩映之中，“小山城”有许多著名的古代建筑，至今仍令人叹为观止的有位于城西中和山顶的观音阁（宋）、城东南的城隍庙（明）、城东北的文庙（明）以及位于中山街的万寿宫（明）等。顺中和山东麓沿石阶而上，首先映入眼帘的是明代文学士吕大器所题之“黔南古刹”，“花梵连云”匾额，再往上拾级登临，清晰可见左一巨石如屏屹立，明嘉靖云南左参政李渭手...乌江小山城城镇房屋颇有层次地沿着江边的河坝街“叠架”到半山环城路，环城路蜿蜒而上，可北通遵义，南达铜仁。在青山环抱、绿水掩映之中，“小山城”有许多著名的古代建筑，至今仍令人叹为观止的有位于城西中和山顶的观音阁（宋）、城东南的城隍庙（明）、城东北的文庙（明）以及位于中山街的万寿宫（明）等。顺中和山东麓沿石阶而上，首先映入眼帘的是明代文学士吕大器所题之“黔南古刹”，“花梵连云”匾额，再往上拾级登临，清晰可见左一巨石如屏屹立，明嘉靖云南左参政李渭手书“中和”二字，即镌刻于上。旁有石碑，亦为清雍正翰林礼部朗中郭石渠所写的《中和山记》。中和山翠柏茂绿，山色秀丽，夏无酷暑，冬无严寒，素有“中和夏绿”盛名。然“中和夏绿”仅是思南八景之一。此外尚有“圣岭春耕”等七景观.在青山环抱、绿水掩映之中，“小山城”有许多著名的古代建筑，至今仍令人叹为观止的有位于城西中和山顶的观音阁（宋）、城东南的城隍庙（明）、城东北的文庙（明）以及位于中山街的万寿宫（明）等。顺中和山东麓沿石阶而上，首先映入眼帘的是明代文学士吕大器所题之“黔南古刹”，“花梵连云”匾额，再往上拾级登临，清晰可见左一巨石如屏屹立，明嘉靖云南左参政李渭手书“中和”二字，即镌刻于上。旁有石碑，亦为清雍正翰林礼部朗中郭石渠所写的《中和山记》。中和山翠柏茂绿，山色秀丽，夏无酷暑，冬无严寒，素有“中和夏绿”盛名。然“中和夏绿”仅是思南八景之一。此外尚有“圣岭春耕”等七景观。,,,5.0,,,,,1,铜仁
